date,time,cash_type,card,amount,product,datetime,hour,month,year_month,month_name
4/17/2024,14:03:00,card,ANON-0000-0000-0121,28.9,Cortado,4/17/2024 14:03,14,Apr,2024-04,Apr
4/18/2024,19:01:00,card,ANON-0000-0000-0003,28.9,Americano,4/18/2024 19:01,19,Apr,2024-04,Apr
4/18/2024,20:05:00,card,ANON-0000-0000-0003,28.9,Americano,4/18/2024 20:05,20,Apr,2024-04,Apr
4/18/2024,1:12:00,card,ANON-0000-0000-0122,33.8,Americano with Milk,4/18/2024 1:12,1,Apr,2024-04,Apr
4/18/2024,2:17:00,card,ANON-0000-0000-0122,28.9,Cortado,4/18/2024 2:17,2,Apr,2024-04,Apr
4/18/2024,10:19:00,card,ANON-0000-0000-0123,38.7,Cappuccino,4/18/2024 10:19,10,Apr,2024-04,Apr
4/18/2024,11:49:00,card,ANON-0000-0000-0123,38.7,Latte,4/18/2024 11:49,11,Apr,2024-04,Apr
4/18/2024,20:15:00,card,ANON-0000-0000-0069,38.7,Latte,4/18/2024 20:15,20,Apr,2024-04,Apr
4/18/2024,21:05:00,card,ANON-0000-0000-0085,38.7,Cappuccino,4/18/2024 21:05,21,Apr,2024-04,Apr
4/18/2024,15:51:00,card,ANON-0000-0000-0024,38.7,Hot Chocolate,4/18/2024 15:51,15,Apr,2024-04,Apr
4/18/2024,16:49:00,card,ANON-0000-0000-0009,38.7,Hot Chocolate,4/18/2024 16:49,16,Apr,2024-04,Apr
4/19/2024,10:36:00,card,ANON-0000-0000-0001,38.7,Latte,4/19/2024 10:36,10,Apr,2024-04,Apr
4/19/2024,11:47:00,card,ANON-0000-0000-0040,33.8,Americano with Milk,4/19/2024 11:47,11,Apr,2024-04,Apr
4/19/2024,13:20:00,card,ANON-0000-0000-0040,38.7,Cappuccino,4/19/2024 13:20,13,Apr,2024-04,Apr
4/19/2024,10:54:00,card,ANON-0000-0000-0124,38.7,Hot Chocolate,4/19/2024 10:54,10,Apr,2024-04,Apr
4/19/2024,11:49:00,card,ANON-0000-0000-0124,38.7,Cappuccino,4/19/2024 11:49,11,Apr,2024-04,Apr
4/19/2024,23:19:00,card,ANON-0000-0000-0024,38.7,Cocoa,4/19/2024 23:19,23,Apr,2024-04,Apr
4/19/2024,1:33:00,card,ANON-0000-0000-0009,33.8,Americano with Milk,4/19/2024 1:33,1,Apr,2024-04,Apr
4/20/2024,0:42:00,cash,Cash,35,Americano with Milk,4/20/2024 0:42,0,Apr,2024-04,Apr
4/20/2024,8:35:00,card,ANON-0000-0000-0125,33.8,Americano with Milk,4/20/2024 8:35,8,Apr,2024-04,Apr
4/20/2024,9:42:00,card,ANON-0000-0000-0125,33.8,Americano with Milk,4/20/2024 9:42,9,Apr,2024-04,Apr
4/20/2024,8:37:00,card,ANON-0000-0000-0118,28.9,Americano,4/20/2024 8:37,8,Apr,2024-04,Apr
4/20/2024,9:47:00,card,ANON-0000-0000-0118,33.8,Americano with Milk,4/20/2024 9:47,9,Apr,2024-04,Apr
4/20/2024,10:55:00,card,ANON-0000-0000-0118,38.7,Hot Chocolate,4/20/2024 10:55,10,Apr,2024-04,Apr
4/20/2024,20:18:00,card,ANON-0000-0000-0040,38.7,Cappuccino,4/20/2024 20:18,20,Apr,2024-04,Apr
4/20/2024,11:00:00,card,ANON-0000-0000-0009,33.8,Americano with Milk,4/20/2024 11:00,11,Apr,2024-04,Apr
4/20/2024,22:40:00,card,ANON-0000-0000-0012,32.82,Americano with Milk,4/20/2024 22:40,22,Apr,2024-04,Apr
4/20/2024,1:25:00,card,ANON-0000-0000-0126,32.82,Americano with Milk,4/20/2024 1:25,1,Apr,2024-04,Apr
4/20/2024,7:58:00,cash,Cash,39,Cocoa,4/20/2024 7:58,7,Apr,2024-04,Apr
4/20/2024,3:41:00,card,ANON-0000-0000-0127,37.72,Cappuccino,4/20/2024 3:41,3,Apr,2024-04,Apr
4/20/2024,4:46:00,card,ANON-0000-0000-0127,37.72,Cappuccino,4/20/2024 4:46,4,Apr,2024-04,Apr
4/20/2024,6:55:00,card,ANON-0000-0000-0128,37.72,Latte,4/20/2024 6:55,6,Apr,2024-04,Apr
4/21/2024,16:45:00,card,ANON-0000-0000-0001,37.72,Latte,4/21/2024 16:45,16,Apr,2024-04,Apr
4/21/2024,15:37:00,card,ANON-0000-0000-0099,27.92,Americano,4/21/2024 15:37,15,Apr,2024-04,Apr
4/21/2024,9:03:00,cash,Cash,39,Cappuccino,4/21/2024 9:03,9,Apr,2024-04,Apr
4/22/2024,9:16:00,card,ANON-0000-0000-0012,27.92,Americano,4/22/2024 9:16,9,Apr,2024-04,Apr
4/22/2024,5:27:00,card,ANON-0000-0000-0129,32.82,Americano with Milk,4/22/2024 5:27,5,Apr,2024-04,Apr
4/22/2024,16:33:00,cash,Cash,39,Latte,4/22/2024 16:33,16,Apr,2024-04,Apr
4/22/2024,15:04:00,card,ANON-0000-0000-0009,37.72,Latte,4/22/2024 15:04,15,Apr,2024-04,Apr
4/22/2024,2:29:00,cash,Cash,39,Cappuccino,4/22/2024 2:29,2,Apr,2024-04,Apr
4/23/2024,22:36:00,card,ANON-0000-0000-0025,37.72,Cappuccino,4/23/2024 22:36,22,Apr,2024-04,Apr
4/23/2024,23:53:00,card,ANON-0000-0000-0024,32.82,Americano with Milk,4/23/2024 23:53,23,Apr,2024-04,Apr
4/23/2024,0:57:00,card,ANON-0000-0000-0009,37.72,Cappuccino,4/23/2024 0:57,0,Apr,2024-04,Apr
4/23/2024,18:27:00,card,ANON-0000-0000-0130,32.82,Americano with Milk,4/23/2024 18:27,18,Apr,2024-04,Apr
4/23/2024,19:26:00,card,ANON-0000-0000-0130,32.82,Americano with Milk,4/23/2024 19:26,19,Apr,2024-04,Apr
4/24/2024,19:38:00,card,ANON-0000-0000-0001,37.72,Latte,4/24/2024 19:38,19,Apr,2024-04,Apr
4/24/2024,21:27:00,card,ANON-0000-0000-0131,32.82,Americano with Milk,4/24/2024 21:27,21,Apr,2024-04,Apr
4/24/2024,23:46:00,card,ANON-0000-0000-0132,32.82,Americano with Milk,4/24/2024 23:46,23,Apr,2024-04,Apr
4/24/2024,9:26:00,card,ANON-0000-0000-0133,32.82,Americano with Milk,4/24/2024 9:26,9,Apr,2024-04,Apr
4/24/2024,15:09:00,card,ANON-0000-0000-0059,32.82,Americano with Milk,4/24/2024 15:09,15,Apr,2024-04,Apr
4/24/2024,15:07:00,card,ANON-0000-0000-0009,32.82,Americano with Milk,4/24/2024 15:07,15,Apr,2024-04,Apr
4/24/2024,15:50:00,card,ANON-0000-0000-0134,32.82,Americano with Milk,4/24/2024 15:50,15,Apr,2024-04,Apr
4/24/2024,16:54:00,card,ANON-0000-0000-0134,37.72,Cappuccino,4/24/2024 16:54,16,Apr,2024-04,Apr
4/25/2024,22:08:00,card,ANON-0000-0000-0135,27.92,Americano,4/25/2024 22:08,22,Apr,2024-04,Apr
4/25/2024,18:27:00,card,ANON-0000-0000-0009,37.72,Latte,4/25/2024 18:27,18,Apr,2024-04,Apr
4/25/2024,9:43:00,card,ANON-0000-0000-0012,27.92,Americano,4/25/2024 9:43,9,Apr,2024-04,Apr
4/25/2024,10:49:00,card,ANON-0000-0000-0012,27.92,Americano,4/25/2024 10:49,10,Apr,2024-04,Apr
4/26/2024,12:50:00,card,ANON-0000-0000-0001,37.72,Latte,4/26/2024 12:50,12,Apr,2024-04,Apr
4/26/2024,1:30:00,card,ANON-0000-0000-0136,37.72,Latte,4/26/2024 1:30,1,Apr,2024-04,Apr
4/26/2024,7:28:00,card,ANON-0000-0000-0137,37.72,Cappuccino,4/26/2024 7:28,7,Apr,2024-04,Apr
4/26/2024,8:35:00,card,ANON-0000-0000-0012,27.92,Americano,4/26/2024 8:35,8,Apr,2024-04,Apr
4/26/2024,9:33:00,card,ANON-0000-0000-0012,27.92,Americano,4/26/2024 9:33,9,Apr,2024-04,Apr
4/26/2024,23:26:00,card,ANON-0000-0000-0138,27.92,Cortado,4/26/2024 23:26,23,Apr,2024-04,Apr
4/26/2024,0:33:00,card,ANON-0000-0000-0139,27.92,Americano,4/26/2024 0:33,0,Apr,2024-04,Apr
4/26/2024,8:07:00,card,ANON-0000-0000-0009,37.72,Hot Chocolate,4/26/2024 8:07,8,Apr,2024-04,Apr
4/26/2024,9:30:00,card,ANON-0000-0000-0009,37.72,Cocoa,4/26/2024 9:30,9,Apr,2024-04,Apr
4/27/2024,3:00:00,card,ANON-0000-0000-0009,37.72,Cappuccino,4/27/2024 3:00,3,Apr,2024-04,Apr
4/28/2024,8:52:00,card,ANON-0000-0000-0001,37.72,Latte,4/28/2024 8:52,8,Apr,2024-04,Apr
4/28/2024,6:09:00,card,ANON-0000-0000-0140,37.72,Cappuccino,4/28/2024 6:09,6,Apr,2024-04,Apr
4/28/2024,3:08:00,card,ANON-0000-0000-0012,27.92,Americano,4/28/2024 3:08,3,Apr,2024-04,Apr
4/28/2024,4:11:00,card,ANON-0000-0000-0012,27.92,Americano,4/28/2024 4:11,4,Apr,2024-04,Apr
4/28/2024,5:02:00,card,ANON-0000-0000-0019,37.72,Latte,4/28/2024 5:02,5,Apr,2024-04,Apr
4/29/2024,2:31:00,card,ANON-0000-0000-0141,27.92,Cortado,4/29/2024 2:31,2,Apr,2024-04,Apr
4/29/2024,3:56:00,card,ANON-0000-0000-0003,27.92,Americano,4/29/2024 3:56,3,Apr,2024-04,Apr
4/29/2024,4:53:00,card,ANON-0000-0000-0003,27.92,Cortado,4/29/2024 4:53,4,Apr,2024-04,Apr
4/29/2024,5:35:00,card,ANON-0000-0000-0141,27.92,Cortado,4/29/2024 5:35,5,Apr,2024-04,Apr
4/29/2024,6:24:00,card,ANON-0000-0000-0141,32.82,Americano with Milk,4/29/2024 6:24,6,Apr,2024-04,Apr
4/29/2024,13:48:00,card,ANON-0000-0000-0140,37.72,Cappuccino,4/29/2024 13:48,13,Apr,2024-04,Apr
4/29/2024,12:33:00,card,ANON-0000-0000-0134,37.72,Cappuccino,4/29/2024 12:33,12,Apr,2024-04,Apr
4/29/2024,13:37:00,card,ANON-0000-0000-0134,37.72,Cappuccino,4/29/2024 13:37,13,Apr,2024-04,Apr
4/30/2024,16:41:00,card,ANON-0000-0000-0142,37.72,Latte,4/30/2024 16:41,16,Apr,2024-04,Apr
4/30/2024,10:52:00,card,ANON-0000-0000-0142,32.82,Americano with Milk,4/30/2024 10:52,10,Apr,2024-04,Apr
4/30/2024,11:47:00,card,ANON-0000-0000-0142,32.82,Americano with Milk,4/30/2024 11:47,11,Apr,2024-04,Apr
4/30/2024,17:52:00,card,ANON-0000-0000-0142,27.92,Americano,4/30/2024 17:52,17,Apr,2024-04,Apr
4/30/2024,19:00:00,card,ANON-0000-0000-0142,32.82,Americano with Milk,4/30/2024 19:00,19,Apr,2024-04,Apr
4/30/2024,19:18:00,card,ANON-0000-0000-0142,37.72,Cappuccino,4/30/2024 19:18,19,Apr,2024-04,Apr
4/30/2024,6:04:00,card,ANON-0000-0000-0142,32.82,Americano with Milk,4/30/2024 6:04,6,Apr,2024-04,Apr
4/30/2024,7:21:00,card,ANON-0000-0000-0142,37.72,Latte,4/30/2024 7:21,7,Apr,2024-04,Apr
5/2/2024,9:55:00,card,ANON-0000-0000-0143,27.92,Americano,5/2/2024 9:55,9,May,2024-05,May
5/2/2024,5:57:00,cash,Cash,39,Latte,5/2/2024 5:57,5,May,2024-05,May
5/2/2024,1:39:00,card,ANON-0000-0000-0133,32.82,Americano with Milk,5/2/2024 1:39,1,May,2024-05,May
5/2/2024,12:22:00,card,ANON-0000-0000-0144,37.72,Cappuccino,5/2/2024 12:22,12,May,2024-05,May
5/2/2024,17:11:00,card,ANON-0000-0000-0024,32.82,Americano with Milk,5/2/2024 17:11,17,May,2024-05,May
5/2/2024,18:33:00,card,ANON-0000-0000-0145,37.72,Latte,5/2/2024 18:33,18,May,2024-05,May
5/2/2024,19:56:00,card,ANON-0000-0000-0145,37.72,Cappuccino,5/2/2024 19:56,19,May,2024-05,May
5/3/2024,11:53:00,cash,Cash,39,Latte,5/3/2024 11:53,11,May,2024-05,May
5/3/2024,6:00:00,card,ANON-0000-0000-0146,37.72,Latte,5/3/2024 6:00,6,May,2024-05,May
5/3/2024,3:24:00,card,ANON-0000-0000-0147,37.72,Latte,5/3/2024 3:24,3,May,2024-05,May
5/6/2024,5:17:00,card,ANON-0000-0000-0148,27.92,Americano,5/6/2024 5:17,5,May,2024-05,May
5/6/2024,6:51:00,card,ANON-0000-0000-0149,37.72,Cappuccino,5/6/2024 6:51,6,May,2024-05,May
5/6/2024,8:05:00,card,ANON-0000-0000-0149,32.82,Americano with Milk,5/6/2024 8:05,8,May,2024-05,May
5/6/2024,9:08:00,card,ANON-0000-0000-0150,27.92,Americano,5/6/2024 9:08,9,May,2024-05,May
5/6/2024,15:12:00,card,ANON-0000-0000-0141,27.92,Cortado,5/6/2024 15:12,15,May,2024-05,May
5/6/2024,10:20:00,cash,Cash,29,Americano,5/6/2024 10:20,10,May,2024-05,May
5/6/2024,18:11:00,card,ANON-0000-0000-0148,27.92,Cortado,5/6/2024 18:11,18,May,2024-05,May
5/6/2024,19:00:00,card,ANON-0000-0000-0148,27.92,Americano,5/6/2024 19:00,19,May,2024-05,May
5/6/2024,18:13:00,card,ANON-0000-0000-0151,37.72,Cappuccino,5/6/2024 18:13,18,May,2024-05,May
5/6/2024,19:49:00,card,ANON-0000-0000-0151,37.72,Cappuccino,5/6/2024 19:49,19,May,2024-05,May
5/7/2024,20:55:00,card,ANON-0000-0000-0148,37.72,Cocoa,5/7/2024 20:55,20,May,2024-05,May
5/7/2024,21:58:00,card,ANON-0000-0000-0141,27.92,Cortado,5/7/2024 21:58,21,May,2024-05,May
5/7/2024,23:34:00,card,ANON-0000-0000-0077,27.92,Cortado,5/7/2024 23:34,23,May,2024-05,May
5/7/2024,18:07:00,card,ANON-0000-0000-0148,37.72,Cocoa,5/7/2024 18:07,18,May,2024-05,May
5/7/2024,7:38:00,card,ANON-0000-0000-0152,27.92,Americano,5/7/2024 7:38,7,May,2024-05,May
5/7/2024,13:46:00,card,ANON-0000-0000-0153,37.72,Cappuccino,5/7/2024 13:46,13,May,2024-05,May
5/7/2024,14:48:00,card,ANON-0000-0000-0153,37.72,Latte,5/7/2024 14:48,14,May,2024-05,May
5/7/2024,11:37:00,cash,Cash,34,Americano with Milk,5/7/2024 11:37,11,May,2024-05,May
5/7/2024,12:12:00,card,ANON-0000-0000-0154,37.72,Cappuccino,5/7/2024 12:12,12,May,2024-05,May
5/7/2024,13:12:00,card,ANON-0000-0000-0154,37.72,Cappuccino,5/7/2024 13:12,13,May,2024-05,May
5/8/2024,7:28:00,card,ANON-0000-0000-0001,37.72,Latte,5/8/2024 7:28,7,May,2024-05,May
5/9/2024,6:21:00,card,ANON-0000-0000-0155,37.72,Cappuccino,5/9/2024 6:21,6,May,2024-05,May
5/9/2024,3:58:00,card,ANON-0000-0000-0156,27.92,Americano,5/9/2024 3:58,3,May,2024-05,May
5/9/2024,4:57:00,card,ANON-0000-0000-0156,37.72,Latte,5/9/2024 4:57,4,May,2024-05,May
5/9/2024,6:11:00,card,ANON-0000-0000-0156,37.72,Latte,5/9/2024 6:11,6,May,2024-05,May
5/9/2024,7:16:00,card,ANON-0000-0000-0156,37.72,Latte,5/9/2024 7:16,7,May,2024-05,May
5/9/2024,7:14:00,card,ANON-0000-0000-0118,27.92,Americano,5/9/2024 7:14,7,May,2024-05,May
5/9/2024,8:15:00,card,ANON-0000-0000-0118,27.92,Americano,5/9/2024 8:15,8,May,2024-05,May
5/9/2024,1:29:00,card,ANON-0000-0000-0157,27.92,Americano,5/9/2024 1:29,1,May,2024-05,May
5/9/2024,13:56:00,card,ANON-0000-0000-0143,32.82,Americano with Milk,5/9/2024 13:56,13,May,2024-05,May
5/10/2024,9:22:00,cash,Cash,39,Latte,5/10/2024 9:22,9,May,2024-05,May
5/10/2024,22:21:00,card,ANON-0000-0000-0158,37.72,Latte,5/10/2024 22:21,22,May,2024-05,May
5/10/2024,23:32:00,card,ANON-0000-0000-0158,37.72,Latte,5/10/2024 23:32,23,May,2024-05,May
5/10/2024,20:15:00,cash,Cash,34,Americano with Milk,5/10/2024 20:15,20,May,2024-05,May
5/11/2024,15:52:00,card,ANON-0000-0000-0069,37.72,Latte,5/11/2024 15:52,15,May,2024-05,May
5/11/2024,2:43:00,cash,Cash,39,Latte,5/11/2024 2:43,2,May,2024-05,May
5/11/2024,20:30:00,card,ANON-0000-0000-0009,32.82,Americano with Milk,5/11/2024 20:30,20,May,2024-05,May
5/11/2024,21:56:00,card,ANON-0000-0000-0026,37.72,Cocoa,5/11/2024 21:56,21,May,2024-05,May
5/11/2024,23:57:00,card,ANON-0000-0000-0040,37.72,Cappuccino,5/11/2024 23:57,23,May,2024-05,May
5/11/2024,4:54:00,card,ANON-0000-0000-0012,32.82,Americano with Milk,5/11/2024 4:54,4,May,2024-05,May
5/11/2024,11:40:00,card,ANON-0000-0000-0115,37.72,Cappuccino,5/11/2024 11:40,11,May,2024-05,May
5/11/2024,14:16:00,card,ANON-0000-0000-0159,37.72,Latte,5/11/2024 14:16,14,May,2024-05,May
5/12/2024,20:42:00,card,ANON-0000-0000-0001,37.72,Latte,5/12/2024 20:42,20,May,2024-05,May
5/12/2024,0:03:00,card,ANON-0000-0000-0160,37.72,Latte,5/12/2024 0:03,0,May,2024-05,May
5/12/2024,3:39:00,card,ANON-0000-0000-0161,27.92,Americano,5/12/2024 3:39,3,May,2024-05,May
5/12/2024,16:19:00,card,ANON-0000-0000-0077,37.72,Latte,5/12/2024 16:19,16,May,2024-05,May
5/12/2024,14:02:00,card,ANON-0000-0000-0162,32.82,Americano with Milk,5/12/2024 14:02,14,May,2024-05,May
5/12/2024,4:14:00,card,ANON-0000-0000-0163,32.82,Americano with Milk,5/12/2024 4:14,4,May,2024-05,May
5/12/2024,4:21:00,card,ANON-0000-0000-0012,32.82,Americano with Milk,5/12/2024 4:21,4,May,2024-05,May
5/12/2024,17:30:00,card,ANON-0000-0000-0009,32.82,Americano with Milk,5/12/2024 17:30,17,May,2024-05,May
5/13/2024,3:53:00,card,ANON-0000-0000-0164,32.82,Americano with Milk,5/13/2024 3:53,3,May,2024-05,May
5/13/2024,7:10:00,cash,Cash,29,Americano,5/13/2024 7:10,7,May,2024-05,May
5/13/2024,7:50:00,cash,Cash,29,Americano,5/13/2024 7:50,7,May,2024-05,May
5/14/2024,14:14:00,card,ANON-0000-0000-0012,27.92,Americano,5/14/2024 14:14,14,May,2024-05,May
5/14/2024,15:25:00,card,ANON-0000-0000-0012,27.92,Americano,5/14/2024 15:25,15,May,2024-05,May
5/14/2024,16:17:00,card,ANON-0000-0000-0012,27.92,Americano,5/14/2024 16:17,16,May,2024-05,May
5/14/2024,19:23:00,card,ANON-0000-0000-0012,37.72,Cappuccino,5/14/2024 19:23,19,May,2024-05,May
5/14/2024,8:29:00,card,ANON-0000-0000-0165,37.72,Latte,5/14/2024 8:29,8,May,2024-05,May
5/14/2024,10:12:00,card,ANON-0000-0000-0165,37.72,Cappuccino,5/14/2024 10:12,10,May,2024-05,May
5/14/2024,4:54:00,card,ANON-0000-0000-0025,37.72,Cappuccino,5/14/2024 4:54,4,May,2024-05,May
5/14/2024,6:00:00,card,ANON-0000-0000-0009,32.82,Americano with Milk,5/14/2024 6:00,6,May,2024-05,May
5/14/2024,1:54:00,card,ANON-0000-0000-0040,27.92,Americano,5/14/2024 1:54,1,May,2024-05,May
5/14/2024,9:57:00,card,ANON-0000-0000-0166,32.82,Americano with Milk,5/14/2024 9:57,9,May,2024-05,May
5/14/2024,11:10:00,card,ANON-0000-0000-0166,37.72,Cappuccino,5/14/2024 11:10,11,May,2024-05,May
5/14/2024,3:25:00,card,ANON-0000-0000-0167,37.72,Hot Chocolate,5/14/2024 3:25,3,May,2024-05,May
5/15/2024,16:05:00,card,ANON-0000-0000-0168,37.72,Latte,5/15/2024 16:05,16,May,2024-05,May
5/15/2024,14:19:00,card,ANON-0000-0000-0012,23.02,Espresso,5/15/2024 14:19,14,May,2024-05,May
5/15/2024,19:10:00,card,ANON-0000-0000-0012,27.92,Americano,5/15/2024 19:10,19,May,2024-05,May
5/15/2024,10:35:00,card,ANON-0000-0000-0003,27.92,Americano,5/15/2024 10:35,10,May,2024-05,May
5/15/2024,11:29:00,card,ANON-0000-0000-0003,27.92,Americano,5/15/2024 11:29,11,May,2024-05,May
5/15/2024,12:27:00,card,ANON-0000-0000-0003,27.92,Americano,5/15/2024 12:27,12,May,2024-05,May
5/15/2024,7:29:00,card,ANON-0000-0000-0164,32.82,Americano with Milk,5/15/2024 7:29,7,May,2024-05,May
5/15/2024,14:10:00,cash,Cash,29,Americano,5/15/2024 14:10,14,May,2024-05,May
5/15/2024,14:52:00,card,ANON-0000-0000-0169,27.92,Cortado,5/15/2024 14:52,14,May,2024-05,May
5/15/2024,15:44:00,card,ANON-0000-0000-0012,27.92,Cortado,5/15/2024 15:44,15,May,2024-05,May
5/15/2024,4:58:00,card,ANON-0000-0000-0170,23.02,Espresso,5/15/2024 4:58,4,May,2024-05,May
5/15/2024,20:34:00,card,ANON-0000-0000-0171,37.72,Cappuccino,5/15/2024 20:34,20,May,2024-05,May
5/16/2024,14:42:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,5/16/2024 14:42,14,May,2024-05,May
5/16/2024,15:49:00,card,ANON-0000-0000-0172,32.82,Americano with Milk,5/16/2024 15:49,15,May,2024-05,May
5/16/2024,18:50:00,cash,Cash,39,Latte,5/16/2024 18:50,18,May,2024-05,May
5/16/2024,20:20:00,cash,Cash,39,Cappuccino,5/16/2024 20:20,20,May,2024-05,May
5/16/2024,14:00:00,card,ANON-0000-0000-0173,32.82,Americano with Milk,5/16/2024 14:00,14,May,2024-05,May
5/16/2024,15:16:00,card,ANON-0000-0000-0174,37.72,Hot Chocolate,5/16/2024 15:16,15,May,2024-05,May
5/16/2024,20:31:00,card,ANON-0000-0000-0069,37.72,Latte,5/16/2024 20:31,20,May,2024-05,May
5/16/2024,12:56:00,card,ANON-0000-0000-0175,37.72,Hot Chocolate,5/16/2024 12:56,12,May,2024-05,May
5/16/2024,13:58:00,card,ANON-0000-0000-0175,37.72,Latte,5/16/2024 13:58,13,May,2024-05,May
5/17/2024,0:48:00,card,ANON-0000-0000-0033,27.92,Americano,5/17/2024 0:48,0,May,2024-05,May
5/17/2024,6:27:00,card,ANON-0000-0000-0164,32.82,Americano with Milk,5/17/2024 6:27,6,May,2024-05,May
5/17/2024,10:03:00,cash,Cash,34,Americano with Milk,5/17/2024 10:03,10,May,2024-05,May
5/17/2024,7:18:00,card,ANON-0000-0000-0012,32.82,Americano with Milk,5/17/2024 7:18,7,May,2024-05,May
5/17/2024,8:46:00,card,ANON-0000-0000-0009,37.72,Cappuccino,5/17/2024 8:46,8,May,2024-05,May
5/17/2024,13:52:00,card,ANON-0000-0000-0176,37.72,Cappuccino,5/17/2024 13:52,13,May,2024-05,May
5/17/2024,10:50:00,card,ANON-0000-0000-0177,27.92,Americano,5/17/2024 10:50,10,May,2024-05,May
5/17/2024,12:33:00,card,ANON-0000-0000-0178,37.72,Latte,5/17/2024 12:33,12,May,2024-05,May
5/17/2024,13:42:00,card,ANON-0000-0000-0179,37.72,Latte,5/17/2024 13:42,13,May,2024-05,May
5/18/2024,1:37:00,card,ANON-0000-0000-0180,37.72,Cappuccino,5/18/2024 1:37,1,May,2024-05,May
5/18/2024,2:40:00,card,ANON-0000-0000-0180,37.72,Cappuccino,5/18/2024 2:40,2,May,2024-05,May
5/18/2024,15:56:00,card,ANON-0000-0000-0181,32.82,Americano with Milk,5/18/2024 15:56,15,May,2024-05,May
5/18/2024,0:29:00,card,ANON-0000-0000-0172,32.82,Americano with Milk,5/18/2024 0:29,0,May,2024-05,May
5/18/2024,1:27:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,5/18/2024 1:27,1,May,2024-05,May
5/18/2024,10:44:00,card,ANON-0000-0000-0040,32.82,Americano with Milk,5/18/2024 10:44,10,May,2024-05,May
5/18/2024,22:53:00,card,ANON-0000-0000-0009,37.72,Latte,5/18/2024 22:53,22,May,2024-05,May
5/18/2024,5:27:00,cash,Cash,39,Cappuccino,5/18/2024 5:27,5,May,2024-05,May
5/19/2024,10:38:00,card,ANON-0000-0000-0182,27.92,Americano,5/19/2024 10:38,10,May,2024-05,May
5/19/2024,11:33:00,card,ANON-0000-0000-0182,27.92,Americano,5/19/2024 11:33,11,May,2024-05,May
5/19/2024,0:35:00,card,ANON-0000-0000-0183,37.72,Cappuccino,5/19/2024 0:35,0,May,2024-05,May
5/19/2024,4:49:00,cash,Cash,24,Espresso,5/19/2024 4:49,4,May,2024-05,May
5/19/2024,14:26:00,card,ANON-0000-0000-0184,32.82,Americano with Milk,5/19/2024 14:26,14,May,2024-05,May
5/19/2024,19:40:00,card,ANON-0000-0000-0012,27.92,Americano,5/19/2024 19:40,19,May,2024-05,May
5/19/2024,10:58:00,card,ANON-0000-0000-0185,32.82,Americano with Milk,5/19/2024 10:58,10,May,2024-05,May
5/19/2024,12:36:00,card,ANON-0000-0000-0186,32.82,Americano with Milk,5/19/2024 12:36,12,May,2024-05,May
5/19/2024,13:47:00,card,ANON-0000-0000-0186,23.02,Espresso,5/19/2024 13:47,13,May,2024-05,May
5/19/2024,16:30:00,card,ANON-0000-0000-0186,37.72,Hot Chocolate,5/19/2024 16:30,16,May,2024-05,May
5/19/2024,3:07:00,card,ANON-0000-0000-0187,37.72,Cappuccino,5/19/2024 3:07,3,May,2024-05,May
5/19/2024,15:41:00,card,ANON-0000-0000-0188,37.72,Cappuccino,5/19/2024 15:41,15,May,2024-05,May
5/19/2024,18:36:00,card,ANON-0000-0000-0189,37.72,Cappuccino,5/19/2024 18:36,18,May,2024-05,May
5/20/2024,5:59:00,card,ANON-0000-0000-0190,32.82,Americano with Milk,5/20/2024 5:59,5,May,2024-05,May
5/20/2024,17:51:00,card,ANON-0000-0000-0191,37.72,Latte,5/20/2024 17:51,17,May,2024-05,May
5/20/2024,10:48:00,card,ANON-0000-0000-0001,37.72,Latte,5/20/2024 10:48,10,May,2024-05,May
5/20/2024,15:16:00,card,ANON-0000-0000-0143,27.92,Americano,5/20/2024 15:16,15,May,2024-05,May
5/20/2024,16:19:00,card,ANON-0000-0000-0143,27.92,Americano,5/20/2024 16:19,16,May,2024-05,May
5/20/2024,3:13:00,card,ANON-0000-0000-0003,27.92,Americano,5/20/2024 3:13,3,May,2024-05,May
5/20/2024,4:10:00,card,ANON-0000-0000-0003,27.92,Americano,5/20/2024 4:10,4,May,2024-05,May
5/20/2024,13:19:00,card,ANON-0000-0000-0192,32.82,Americano with Milk,5/20/2024 13:19,13,May,2024-05,May
5/20/2024,14:31:00,card,ANON-0000-0000-0192,37.72,Cappuccino,5/20/2024 14:31,14,May,2024-05,May
5/20/2024,8:21:00,cash,Cash,29,Americano,5/20/2024 8:21,8,May,2024-05,May
5/20/2024,12:51:00,card,ANON-0000-0000-0120,37.72,Latte,5/20/2024 12:51,12,May,2024-05,May
5/20/2024,13:56:00,card,ANON-0000-0000-0193,37.72,Latte,5/20/2024 13:56,13,May,2024-05,May
5/20/2024,12:48:00,card,ANON-0000-0000-0194,32.82,Americano with Milk,5/20/2024 12:48,12,May,2024-05,May
5/20/2024,13:57:00,card,ANON-0000-0000-0194,37.72,Cocoa,5/20/2024 13:57,13,May,2024-05,May
5/20/2024,22:52:00,card,ANON-0000-0000-0195,27.92,Cortado,5/20/2024 22:52,22,May,2024-05,May
5/20/2024,12:54:00,card,ANON-0000-0000-0012,32.82,Americano with Milk,5/20/2024 12:54,12,May,2024-05,May
